FAILED.man		man42	man	³kãŋ	hill
c3.c125.c180.c34.	Agljaː	tuk55	tuk	³kja	place
c3.c125.c180.c51.	Agljap	tuk55	tuk	³kja	place
c3.c125.c205.c204.	Aglap	tuk44	tuk	³kəp	lid
c3.c125.c206.c204.	Aglop	mar55	mar	³ljʌp	lungs
c3.c125.c206.c204.	Aglop	tuk44	tuk	³kəp	lid
c3.c125.c27.	Aglep	tuk44	tuk	³kəp	lid
c3.c125.c33.c204.	Aglap	mar55	mar	³ljʌp	lungs
c3.c125.c33.c204.	Aglap	tuk44	tuk	³kəp	lid
c3.c125.c34.	Aglaː	gha48	gha	³ɬo	place
c3.c125.c34.	Aglaː	tuk55	tuk	³kja	place
c3.c125.c34.c151.c33.	Aglaːba	gha47	gha	³ɬoba	lungs
c3.c125.c34.c151.c39.	Aglaːbwa	gha47	gha	³ɬoba	lungs
c3.c125.c34.c151.c60.	Aglaːbar	gha47	gha	³ɬoba	lungs
c3.c125.c34.c151.c81.	Aglaːbor	gha47	gha	³ɬoba	lungs
c3.c125.c36.	Agljaː	tuk55	tuk	³kja	place
c3.c125.c37.	Aglwa	gha48	gha	³ɬo	place
c3.c125.c37.	Aglwa	tuk45	tuk	³ko	back
c3.c125.c37.c151.c33.	Aglwaba	gha47	gha	³ɬoba	lungs
c3.c125.c37.c151.c39.	Aglwabwa	gha47	gha	³ɬoba	lungs
c3.c125.c37.c151.c60.	Aglwabar	gha47	gha	³ɬoba	lungs
c3.c125.c37.c151.c81.	Aglwabor	gha47	gha	³ɬoba	lungs
c3.c125.c38.	Aglwa	tuk45	tuk	³ko	back
c3.c125.c39.c204.	Aglwap	mar55	mar	³ljʌp	lungs
c3.c125.c39.c204.	Aglwap	tuk44	tuk	³kəp	lid
c3.c125.c40.	Aglwaː	gha48	gha	³ɬo	place
c3.c125.c40.	Aglwaː	tuk45	tuk	³ko	back
c3.c125.c40.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c125.c40.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c125.c40.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c125.c40.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c125.c41.	Aglwaː	gha48	gha	³ɬo	place
c3.c125.c41.	Aglwaː	tuk45	tuk	³ko	back
c3.c125.c41.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c125.c41.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c125.c41.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c125.c41.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c125.c51.	Aglap	tuk55	tuk	³kja	place
c3.c125.c51.	Aglap	tuk44	tuk	³kəp	lid
c3.c125.c53.	Aglaŋ	tuk46	tuk	³kaŋ	hill
c3.c125.c54.	Aglaŋ	tuk46	tuk	³kaŋ	hill
c3.c125.c62.	Aglwal	tuk45	tuk	³ko	back
c3.c125.c65.	Aglo	gha48	gha	³ɬo	place
c3.c125.c65.	Aglo	tuk45	tuk	³ko	back
c3.c125.c65.c151.c33.	Agloba	gha47	gha	³ɬoba	lungs
c3.c125.c65.c151.c39.	Aglobwa	gha47	gha	³ɬoba	lungs
c3.c125.c65.c151.c60.	Aglobar	gha47	gha	³ɬoba	lungs
c3.c125.c65.c151.c81.	Aglobor	gha47	gha	³ɬoba	lungs
c3.c125.c66.	Agloː	tuk45	tuk	³ko	back
c3.c125.c74.	Aglwap	gha48	gha	³ɬo	place
c3.c125.c74.	Aglwap	mar55	mar	³ljʌp	lungs
c3.c125.c74.c151.c33.	Aglwapba	gha47	gha	³ɬoba	lungs
c3.c125.c74.c151.c39.	Aglwapbwa	gha47	gha	³ɬoba	lungs
c3.c125.c74.c151.c60.	Aglwapbar	gha47	gha	³ɬoba	lungs
c3.c125.c74.c151.c81.	Aglwapbor	gha47	gha	³ɬoba	lungs
c3.c125.c75.	Aglop	gha48	gha	³ɬo	place
c3.c125.c75.	Aglop	tuk44	tuk	³kəp	lid
c3.c125.c75.c151.c33.	Aglopba	gha47	gha	³ɬoba	lungs
c3.c125.c75.c151.c39.	Aglopbwa	gha47	gha	³ɬoba	lungs
c3.c125.c75.c151.c60.	Aglopbar	gha47	gha	³ɬoba	lungs
c3.c125.c75.c151.c81.	Aglopbor	gha47	gha	³ɬoba	lungs
c3.c126.c179.c206.c203.c147.c34.	Agljotpaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c203.c147.c38.	Agljotpwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c203.c150.c34.	Agljotbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c203.c150.c38.	Agljotbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c204.c147.c34.	Agljoppaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c204.c147.c38.	Agljoppwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c204.c150.c34.	Agljopbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c204.c150.c38.	Agljopbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c209.c147.c34.	Agljospaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c209.c147.c38.	Agljospwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c209.c150.c34.	Agljosbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c206.c209.c150.c38.	Agljosbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c21.	Agljeː	man40	man	³kje	lid
c3.c126.c179.c22.	Agljeː	man40	man	³kje	lid
c3.c126.c179.c26.	Agljet	man40	man	³kje	lid
c3.c126.c179.c27.	Agljep	man40	man	³kje	lid
c3.c126.c179.c31.	Agljew	man40	man	³kje	lid
c3.c126.c179.c37.c203.c147.c34.	Agljwatpaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c203.c147.c38.	Agljwatpwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c203.c150.c34.	Agljwatbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c203.c150.c38.	Agljwatbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c204.c147.c34.	Agljwappaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c204.c147.c38.	Agljwappwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c204.c150.c34.	Agljwapbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c204.c150.c38.	Agljwapbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c209.c147.c34.	Agljwaspaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c209.c147.c38.	Agljwaspwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c209.c150.c34.	Agljwasbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c37.c209.c150.c38.	Agljwasbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c48.	Agljat	man40	man	³kje	lid
c3.c126.c179.c51.	Agljap	man40	man	³kje	lid
c3.c126.c179.c56.	Agljan	man40	man	³kje	lid
c3.c126.c179.c57.	Agljjan	man40	man	³kje	lid
c3.c126.c179.c59.	Agljam	man40	man	³kje	lid
c3.c126.c179.c65.c203.c147.c34.	Agljotpaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c203.c147.c38.	Agljotpwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c203.c150.c34.	Agljotbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c203.c150.c38.	Agljotbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c204.c147.c34.	Agljoppaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c204.c147.c38.	Agljoppwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c204.c150.c34.	Agljopbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c204.c150.c38.	Agljopbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c209.c147.c34.	Agljospaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c209.c147.c38.	Agljospwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c209.c150.c34.	Agljosbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c65.c209.c150.c38.	Agljosbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c70.	Agljot	man40	man	³kje	lid
c3.c126.c179.c71.	Agljot	man40	man	³kje	lid
c3.c126.c179.c74.c147.c34.	Agljwappaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c74.c147.c38.	Agljwappwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c74.c150.c34.	Agljwapbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c74.c150.c38.	Agljwapbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c76.c147.c34.	Agljoŋpaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c76.c147.c38.	Agljoŋpwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c76.c150.c34.	Agljoŋbaː	man47	man	³kjoːpa	lungs
c3.c126.c179.c76.c150.c38.	Agljoŋbwa	man47	man	³kjoːpa	lungs
c3.c126.c179.c78.	Agljon	man40	man	³kje	lid
c3.c126.c180.c206.c203.c147.c34.	Agljotpaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c203.c147.c38.	Agljotpwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c203.c150.c34.	Agljotbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c203.c150.c38.	Agljotbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c204.c147.c34.	Agljoppaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c204.c147.c38.	Agljoppwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c204.c150.c34.	Agljopbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c204.c150.c38.	Agljopbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c209.c147.c34.	Agljospaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c209.c147.c38.	Agljospwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c209.c150.c34.	Agljosbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c206.c209.c150.c38.	Agljosbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c21.	Agljeː	man40	man	³kje	lid
c3.c126.c180.c22.	Agljeː	man40	man	³kje	lid
c3.c126.c180.c26.	Agljet	man40	man	³kje	lid
c3.c126.c180.c27.	Agljep	man40	man	³kje	lid
c3.c126.c180.c31.	Agljew	man40	man	³kje	lid
c3.c126.c180.c37.c203.c147.c34.	Agljwatpaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c203.c147.c38.	Agljwatpwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c203.c150.c34.	Agljwatbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c203.c150.c38.	Agljwatbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c204.c147.c34.	Agljwappaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c204.c147.c38.	Agljwappwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c204.c150.c34.	Agljwapbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c204.c150.c38.	Agljwapbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c209.c147.c34.	Agljwaspaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c209.c147.c38.	Agljwaspwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c209.c150.c34.	Agljwasbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c37.c209.c150.c38.	Agljwasbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c48.	Agljat	man40	man	³kje	lid
c3.c126.c180.c51.	Agljap	man40	man	³kje	lid
c3.c126.c180.c56.	Agljan	man40	man	³kje	lid
c3.c126.c180.c57.	Agljjan	man40	man	³kje	lid
c3.c126.c180.c59.	Agljam	man40	man	³kje	lid
c3.c126.c180.c65.c203.c147.c34.	Agljotpaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c203.c147.c38.	Agljotpwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c203.c150.c34.	Agljotbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c203.c150.c38.	Agljotbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c204.c147.c34.	Agljoppaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c204.c147.c38.	Agljoppwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c204.c150.c34.	Agljopbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c204.c150.c38.	Agljopbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c209.c147.c34.	Agljospaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c209.c147.c38.	Agljospwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c209.c150.c34.	Agljosbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c65.c209.c150.c38.	Agljosbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c70.	Agljot	man40	man	³kje	lid
c3.c126.c180.c71.	Agljot	man40	man	³kje	lid
c3.c126.c180.c74.c147.c34.	Agljwappaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c74.c147.c38.	Agljwappwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c74.c150.c34.	Agljwapbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c74.c150.c38.	Agljwapbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c76.c147.c34.	Agljoŋpaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c76.c147.c38.	Agljoŋpwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c76.c150.c34.	Agljoŋbaː	man47	man	³kjoːpa	lungs
c3.c126.c180.c76.c150.c38.	Agljoŋbwa	man47	man	³kjoːpa	lungs
c3.c126.c180.c78.	Agljon	man40	man	³kje	lid
c3.c126.c206.c204.	Aglop	mar55	mar	³ljʌp	lungs
c3.c126.c33.c204.	Aglap	mar55	mar	³ljʌp	lungs
c3.c126.c34.	Aglaː	gha48	gha	³ɬo	place
c3.c126.c34.	Aglaː	tuk55	tuk	³kja	place
c3.c126.c34.c151.c33.	Aglaːba	gha47	gha	³ɬoba	lungs
c3.c126.c34.c151.c39.	Aglaːbwa	gha47	gha	³ɬoba	lungs
c3.c126.c34.c151.c60.	Aglaːbar	gha47	gha	³ɬoba	lungs
c3.c126.c34.c151.c81.	Aglaːbor	gha47	gha	³ɬoba	lungs
c3.c126.c35.	Aglja	man40	man	³kje	lid
c3.c126.c37.	Aglwa	gha48	gha	³ɬo	place
c3.c126.c37.c151.c33.	Aglwaba	gha47	gha	³ɬoba	lungs
c3.c126.c37.c151.c39.	Aglwabwa	gha47	gha	³ɬoba	lungs
c3.c126.c37.c151.c60.	Aglwabar	gha47	gha	³ɬoba	lungs
c3.c126.c37.c151.c81.	Aglwabor	gha47	gha	³ɬoba	lungs
c3.c126.c39.c204.	Aglwap	mar55	mar	³ljʌp	lungs
c3.c126.c40.	Aglwaː	gha48	gha	³ɬo	place
c3.c126.c40.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c126.c40.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c126.c40.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c126.c40.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c126.c41.	Aglwaː	gha48	gha	³ɬo	place
c3.c126.c41.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c126.c41.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c126.c41.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c126.c41.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c126.c48.	Aglat	man40	man	³kje	lid
c3.c126.c49.	Aglat	man40	man	³kje	lid
c3.c126.c51.	Aglap	man40	man	³kje	lid
c3.c126.c51.	Aglap	tuk55	tuk	³kja	place
c3.c126.c61.	Agljar	man40	man	³kje	lid
c3.c126.c65.	Aglo	gha48	gha	³ɬo	place
c3.c126.c65.c151.c33.	Agloba	gha47	gha	³ɬoba	lungs
c3.c126.c65.c151.c39.	Aglobwa	gha47	gha	³ɬoba	lungs
c3.c126.c65.c151.c60.	Aglobar	gha47	gha	³ɬoba	lungs
c3.c126.c65.c151.c81.	Aglobor	gha47	gha	³ɬoba	lungs
c3.c126.c74.	Aglwap	gha48	gha	³ɬo	place
c3.c126.c74.	Aglwap	mar55	mar	³ljʌp	lungs
c3.c126.c74.c151.c33.	Aglwapba	gha47	gha	³ɬoba	lungs
c3.c126.c74.c151.c39.	Aglwapbwa	gha47	gha	³ɬoba	lungs
c3.c126.c74.c151.c60.	Aglwapbar	gha47	gha	³ɬoba	lungs
c3.c126.c74.c151.c81.	Aglwapbor	gha47	gha	³ɬoba	lungs
c3.c126.c75.	Aglop	gha48	gha	³ɬo	place
c3.c126.c75.c151.c33.	Aglopba	gha47	gha	³ɬoba	lungs
c3.c126.c75.c151.c39.	Aglopbwa	gha47	gha	³ɬoba	lungs
c3.c126.c75.c151.c60.	Aglopbar	gha47	gha	³ɬoba	lungs
c3.c126.c75.c151.c81.	Aglopbor	gha47	gha	³ɬoba	lungs
c3.c126.c79.	Agljon	man40	man	³kje	lid
c3.c127.c179.c206.c204.	Agljop	mar55	mar	³ljʌp	lungs
c3.c127.c179.c33.c204.	Agljap	mar55	mar	³ljʌp	lungs
c3.c127.c179.c34.	Agljaː	tuk55	tuk	³kja	place
c3.c127.c179.c39.c204.	Agljwap	mar55	mar	³ljʌp	lungs
c3.c127.c179.c51.	Agljap	tuk55	tuk	³kja	place
c3.c127.c179.c74.	Agljwap	mar55	mar	³ljʌp	lungs
c3.c127.c180.c34.	Agljaː	tuk55	tuk	³kja	place
c3.c127.c180.c51.	Agljap	tuk55	tuk	³kja	place
c3.c127.c205.c204.	Aglap	tuk44	tuk	³kəp	lid
c3.c127.c206.c204.	Aglop	tuk44	tuk	³kəp	lid
c3.c127.c27.	Aglep	tuk44	tuk	³kəp	lid
c3.c127.c33.c204.	Aglap	tuk44	tuk	³kəp	lid
c3.c127.c34.	Aglaː	gha48	gha	³ɬo	place
c3.c127.c34.c151.c33.	Aglaːba	gha47	gha	³ɬoba	lungs
c3.c127.c34.c151.c39.	Aglaːbwa	gha47	gha	³ɬoba	lungs
c3.c127.c34.c151.c60.	Aglaːbar	gha47	gha	³ɬoba	lungs
c3.c127.c34.c151.c81.	Aglaːbor	gha47	gha	³ɬoba	lungs
c3.c127.c36.	Agljaː	tuk55	tuk	³kja	place
c3.c127.c37.	Aglwa	gha48	gha	³ɬo	place
c3.c127.c37.	Aglwa	tuk45	tuk	³ko	back
c3.c127.c37.c151.c33.	Aglwaba	gha47	gha	³ɬoba	lungs
c3.c127.c37.c151.c39.	Aglwabwa	gha47	gha	³ɬoba	lungs
c3.c127.c37.c151.c60.	Aglwabar	gha47	gha	³ɬoba	lungs
c3.c127.c37.c151.c81.	Aglwabor	gha47	gha	³ɬoba	lungs
c3.c127.c38.	Aglwa	tuk45	tuk	³ko	back
c3.c127.c39.c204.	Aglwap	tuk44	tuk	³kəp	lid
c3.c127.c40.	Aglwaː	gha48	gha	³ɬo	place
c3.c127.c40.	Aglwaː	tuk45	tuk	³ko	back
c3.c127.c40.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c127.c40.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c127.c40.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c127.c40.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c127.c41.	Aglwaː	gha48	gha	³ɬo	place
c3.c127.c41.	Aglwaː	tuk45	tuk	³ko	back
c3.c127.c41.c151.c33.	Aglwaːba	gha47	gha	³ɬoba	lungs
c3.c127.c41.c151.c39.	Aglwaːbwa	gha47	gha	³ɬoba	lungs
c3.c127.c41.c151.c60.	Aglwaːbar	gha47	gha	³ɬoba	lungs
c3.c127.c41.c151.c81.	Aglwaːbor	gha47	gha	³ɬoba	lungs
c3.c127.c51.	Aglap	tuk44	tuk	³kəp	lid
c3.c127.c53.	Aglaŋ	tuk46	tuk	³kaŋ	hill
c3.c127.c54.	Aglaŋ	tuk46	tuk	³kaŋ	hill
c3.c127.c62.	Aglwal	tuk45	tuk	³ko	back
c3.c127.c65.	Aglo	gha48	gha	³ɬo	place
c3.c127.c65.	Aglo	tuk45	tuk	³ko	back
c3.c127.c65.c151.c33.	Agloba	gha47	gha	³ɬoba	lungs
c3.c127.c65.c151.c39.	Aglobwa	gha47	gha	³ɬoba	lungs
c3.c127.c65.c151.c60.	Aglobar	gha47	gha	³ɬoba	lungs
c3.c127.c65.c151.c81.	Aglobor	gha47	gha	³ɬoba	lungs
c3.c127.c66.	Agloː	tuk45	tuk	³ko	back
c3.c127.c74.	Aglwap	gha48	gha	³ɬo	place
c3.c127.c74.c151.c33.	Aglwapba	gha47	gha	³ɬoba	lungs
c3.c127.c74.c151.c39.	Aglwapbwa	gha47	gha	³ɬoba	lungs
c3.c127.c74.c151.c60.	Aglwapbar	gha47	gha	³ɬoba	lungs
c3.c127.c74.c151.c81.	Aglwapbor	gha47	gha	³ɬoba	lungs
c3.c127.c75.	Aglop	gha48	gha	³ɬo	place
c3.c127.c75.	Aglop	tuk44	tuk	³kəp	lid
c3.c127.c75.c151.c33.	Aglopba	gha47	gha	³ɬoba	lungs
c3.c127.c75.c151.c39.	Aglopbwa	gha47	gha	³ɬoba	lungs
c3.c127.c75.c151.c60.	Aglopbar	gha47	gha	³ɬoba	lungs
c3.c127.c75.c151.c81.	Aglopbor	gha47	gha	³ɬoba	lungs
c3.c128.c27.	Atsep	mar43	mar	³tso	point
c3.c128.c34.	Atsaː	gha40	gha	³tso	point
c3.c128.c37.	Atswa	gha40	gha	³tso	point
c3.c128.c37.	Atswa	mar43	mar	³tso	point
c3.c128.c37.	Atswa	tuk43	tuk	³tso	point
c3.c128.c38.	Atswa	ris40	ris	³tso	point
c3.c128.c38.	Atswa	mar43	mar	³tso	point
c3.c128.c38.	Atswa	tuk43	tuk	³tso	point
c3.c128.c40.	Atswaː	gha40	gha	³tso	point
c3.c128.c40.	Atswaː	tuk43	tuk	³tso	point
c3.c128.c41.	Atswaː	gha40	gha	³tso	point
c3.c128.c41.	Atswaː	tuk43	tuk	³tso	point
c3.c128.c51.	Atsap	mar43	mar	³tso	point
c3.c128.c53.	Atsaŋ	gha39	gha	³tsõ	nest
c3.c128.c53.	Atsaŋ	ris39	ris	³tsaŋ	nest
c3.c128.c53.	Atsaŋ	sahu36	sahu	³tsaŋ	nest
c3.c128.c53.	Atsaŋ	mar42	mar	³tsaŋ	nest
c3.c128.c53.	Atsaŋ	tag30	tag	³tsaŋ	nest
c3.c128.c53.	Atsaŋ	tuk42	tuk	³tsaŋ	nest
c3.c128.c54.	Atsaŋ	ris39	ris	³tsaŋ	nest
c3.c128.c54.	Atsaŋ	sahu36	sahu	³tsaŋ	nest
c3.c128.c54.	Atsaŋ	mar42	mar	³tsaŋ	nest
c3.c128.c54.	Atsaŋ	tag30	tag	³tsaŋ	nest
c3.c128.c54.	Atsaŋ	tuk42	tuk	³tsaŋ	nest
c3.c128.c62.	Atswal	tuk43	tuk	³tso	point
c3.c128.c65.	Atso	gha40	gha	³tso	point
c3.c128.c65.	Atso	ris40	ris	³tso	point
c3.c128.c65.	Atso	sahu37	sahu	³tso	point
c3.c128.c65.	Atso	mar43	mar	³tso	point
c3.c128.c65.	Atso	tuk43	tuk	³tso	point
c3.c128.c66.	Atsoː	mar43	mar	³tso	point
c3.c128.c66.	Atsoː	tuk43	tuk	³tso	point
c3.c128.c74.	Atswap	gha40	gha	³tso	point
c3.c128.c75.	Atsop	gha40	gha	³tso	point
c3.c128.c75.	Atsop	mar43	mar	³tso	point
c3.c128.c76.	Atsoŋ	gha39	gha	³tsõ	nest
c3.c128.c80.	Atsom	gha39	gha	³tsõ	nest
c3.c128.c99.	Atsul	mar43	mar	³tso	point
c3.c129.c27.	Atsep	mar43	mar	³tso	point
c3.c129.c34.	Atsaː	gha40	gha	³tso	point
c3.c129.c37.	Atswa	gha40	gha	³tso	point
c3.c129.c37.	Atswa	mar43	mar	³tso	point
c3.c129.c37.	Atswa	tuk43	tuk	³tso	point
c3.c129.c38.	Atswa	ris40	ris	³tso	point
c3.c129.c38.	Atswa	mar43	mar	³tso	point
c3.c129.c38.	Atswa	tuk43	tuk	³tso	point
c3.c129.c40.	Atswaː	gha40	gha	³tso	point
c3.c129.c40.	Atswaː	tuk43	tuk	³tso	point
c3.c129.c41.	Atswaː	gha40	gha	³tso	point
c3.c129.c41.	Atswaː	tuk43	tuk	³tso	point
c3.c129.c51.	Atsap	mar43	mar	³tso	point
c3.c129.c53.	Atsaŋ	gha39	gha	³tsõ	nest
c3.c129.c53.	Atsaŋ	ris39	ris	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	sahu36	sahu	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	man38	man	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	mar42	mar	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	syang43	syang	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	tag30	tag	³tsaŋ	nest
c3.c129.c53.	Atsaŋ	tuk42	tuk	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	ris39	ris	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	sahu36	sahu	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	man38	man	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	mar42	mar	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	syang43	syang	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	tag30	tag	³tsaŋ	nest
c3.c129.c54.	Atsaŋ	tuk42	tuk	³tsaŋ	nest
c3.c129.c62.	Atswal	tuk43	tuk	³tso	point
c3.c129.c65.	Atso	gha40	gha	³tso	point
c3.c129.c65.	Atso	ris40	ris	³tso	point
c3.c129.c65.	Atso	sahu37	sahu	³tso	point
c3.c129.c65.	Atso	mar43	mar	³tso	point
c3.c129.c65.	Atso	tuk43	tuk	³tso	point
c3.c129.c66.	Atsoː	mar43	mar	³tso	point
c3.c129.c66.	Atsoː	tuk43	tuk	³tso	point
c3.c129.c74.	Atswap	gha40	gha	³tso	point
c3.c129.c75.	Atsop	gha40	gha	³tso	point
c3.c129.c75.	Atsop	mar43	mar	³tso	point
c3.c129.c76.	Atsoŋ	gha39	gha	³tsõ	nest
c3.c129.c80.	Atsom	gha39	gha	³tsõ	nest
c3.c129.c99.	Atsul	mar43	mar	³tso	point
c3.c132.c27.	Adzep	mar43	mar	³tso	point
c3.c132.c34.	Adzaː	gha40	gha	³tso	point
c3.c132.c37.	Adzwa	gha40	gha	³tso	point
c3.c132.c37.	Adzwa	mar43	mar	³tso	point
c3.c132.c37.	Adzwa	tuk43	tuk	³tso	point
c3.c132.c38.	Adzwa	ris40	ris	³tso	point
c3.c132.c38.	Adzwa	mar43	mar	³tso	point
c3.c132.c38.	Adzwa	tuk43	tuk	³tso	point
c3.c132.c40.	Adzwaː	gha40	gha	³tso	point
c3.c132.c40.	Adzwaː	tuk43	tuk	³tso	point
c3.c132.c41.	Adzwaː	gha40	gha	³tso	point
c3.c132.c41.	Adzwaː	tuk43	tuk	³tso	point
