seq	gloss	page	form	phrase	phrase_gloss	nepali	remarks	variants	notebook	so	ex	hom	dfe
1	corps	3	⁴⁴'²²sukpo						Tangbe Paris 1996-1	tangbe96.1.3			
2	corps	3		ŋai sukpo	mon corps				Tangbe Paris 1996-1	tangbe96.1.3			
3	os	3	³³'⁴¹nəχi						Tangbe Paris 1996-1	tangbe96.1.3			
4	jointures (articulations )	3	tshik						Tangbe Paris 1996-1	tangbe96.1.3			
5	jointures (articulations )	3		ŋai tshik					Tangbe Paris 1996-1	tangbe96.1.3			
6	sang	3	ka̰·ʔ						Tangbe Paris 1996-1	tangbe96.1.3			
7	rides	3	nikum						Tangbe Paris 1996-1	tangbe96.1.3			
8	poil	3	butshəm						Tangbe Paris 1996-1	tangbe96.1.3			
9	tête, cheveux	3	kʌ						Tangbe Paris 1996-1	tangbe96.1.3			
10	tête, cheveux	3	kʌtshəm						Tangbe Paris 1996-1	tangbe96.1.3			
11	tête, cheveux	3		kʌ ʃjərtse		kapal karyo			Tangbe Paris 1996-1	tangbe96.1.3			
12	tête, cheveux	3		ŋai kʌ	mes cheveux				Tangbe Paris 1996-1	tangbe96.1.3			
13	tête, cheveux	3		⁵²ŋai ³³kʌ ⁵⁵maŋ	mes cheveux sont noirs				Tangbe Paris 1996-1	tangbe96.1.3			
14	moustache et barbe	3	maŋ theʔ						Tangbe Paris 1996-1	tangbe96.1.3			
15	oeil	3	mi·ʔ						Tangbe Paris 1996-1	tangbe96.1.3			
16	oeil	3		ŋʌi miʔ	mon oeil				Tangbe Paris 1996-1	tangbe96.1.3			
17	cil	3	mik tshəm						Tangbe Paris 1996-1	tangbe96.1.3			
18	cervelle	3	lɛppa						Tangbe Paris 1996-1	tangbe96.1.3			
19	cervelle	3		ŋai lɛppa					Tangbe Paris 1996-1	tangbe96.1.3			
20	front	3	thɔppo						Tangbe Paris 1996-1	tangbe96.1.3			
21	tempe	3	ne ɲe						Tangbe Paris 1996-1	tangbe96.1.3			
22	tempe	3		ŋai nje	ma tempe				Tangbe Paris 1996-1	tangbe96.1.3			
23	joue	3	ɖəmpo			gāla			Tangbe Paris 1996-1	tangbe96.1.3			
24	joue	3		ŋai ɖəmpo	ma joue				Tangbe Paris 1996-1	tangbe96.1.3			
25	menton	3	kə̆m			ciuro			Tangbe Paris 1996-1	tangbe96.1.3			
26	menton	3		ŋai kəm	mon menton				Tangbe Paris 1996-1	tangbe96.1.3			
27	globe oculaire	3	(mi) miktsik						Tangbe Paris 1996-1	tangbe96.1.3			
28	globe oculaire	3		ŋai mi miktsik					Tangbe Paris 1996-1	tangbe96.1.3			
29	nez	5	nʌki						Tangbe Paris 1996-1	tangbe96.1.5			
30	nez			ŋai nʌki					Tangbe Paris 1996-1	tangbe96.1.			
31	narine	5	nʌki khuŋ						Tangbe Paris 1996-1	tangbe96.1.5			
32	peau	5	ʈiʱ						Tangbe Paris 1996-1	tangbe96.1.5			
33	peau	5		ŋai ʈiʱ					Tangbe Paris 1996-1	tangbe96.1.5			
34	viande	5	sja						Tangbe Paris 1996-1	tangbe96.1.5			
35	viande	5		nakʰa sja	viande de poulet				Tangbe Paris 1996-1	tangbe96.1.5			
36	oreille	5	ɲe bjaŋ						Tangbe Paris 1996-1	tangbe96.1.5			
37	oreille	5		⁵⁵ŋai ²²'²²ɲe bjaŋ					Tangbe Paris 1996-1	tangbe96.1.5			
38	bouche	5	suŋ						Tangbe Paris 1996-1	tangbe96.1.5			
39	bouche	5		ŋai suŋ					Tangbe Paris 1996-1	tangbe96.1.5			
40	dent	5	sʌ						Tangbe Paris 1996-1	tangbe96.1.5			
41	dent	5		ŋai sə					Tangbe Paris 1996-1	tangbe96.1.5			
42	langue	5	le						Tangbe Paris 1996-1	tangbe96.1.5			
43	doigt	5	dziχi dzikχi						Tangbe Paris 1996-1	tangbe96.1.5			
44	ongle	5	jɛk šiŋ						Tangbe Paris 1996-1	tangbe96.1.5			
45	jambe	5	pʱʌle			kutta			Tangbe Paris 1996-1	tangbe96.1.5			
46	jambe	5		ŋai pʱʌle					Tangbe Paris 1996-1	tangbe96.1.5			
47	genou	5	pi						Tangbe Paris 1996-1	tangbe96.1.5			
48	mollet	5	ɲatɔŋ						Tangbe Paris 1996-1	tangbe96.1.5			
49	main	5	ja̰ʔ						Tangbe Paris 1996-1	tangbe96.1.5			
50	bras	5	kuŋ po kuŋ bo						Tangbe Paris 1996-1	tangbe96.1.5			
51	oublier	5	sjɔŋ mɛːdzi	sjɔŋ mɛːdzi	j'ai oublié				Tangbe Paris 1996-1	tangbe96.1.5			
52	oublier	5		²²'⁵⁵kjɔ-se ⁴⁴sjɔŋ ³³'³³mɛdzi ⁶⁵lu	as-tu oublié ?				Tangbe Paris 1996-1	tangbe96.1.5			
53	chaud (avoir-)	7	tshəm	tseo tshəm	I got too hot				Tangbe Paris 1996-1	tangbe96.1.7			
54	chaud (avoir-)	7	tseo tshəm	tseo tshəm	I got too hot				Tangbe Paris 1996-1	tangbe96.1.7			
55	chaud (avoir-)	7		nəŋ dzjom tseo tshəm		ekdom ...................			Tangbe Paris 1996-1	tangbe96.1.7			
56	froid (avoir-)	7	khaŋ	nəŋ dzjom khaŋ		ekdom jarocha			Tangbe Paris 1996-1	tangbe96.1.7			
57	cou	7	khaːre						Tangbe Paris 1996-1	tangbe96.1.7			
58	cou	7		ŋai khaːre					Tangbe Paris 1996-1	tangbe96.1.7			
59	ventre	7	pho						Tangbe Paris 1996-1	tangbe96.1.7			
60	ventre	7		ŋai pho					Tangbe Paris 1996-1	tangbe96.1.7			
61	sein	7	ɲiʱ ku						Tangbe Paris 1996-1	tangbe96.1.7			
62	lait	7	ɲiʱ			dudh			Tangbe Paris 1996-1	tangbe96.1.7			
63	téter (faire )	7		ɲiʱ pintshje	I will feed the baby milk				Tangbe Paris 1996-1	tangbe96.1.7			
64	coeur	7	tiŋ						Tangbe Paris 1996-1	tangbe96.1.7			
65	enfant	7	biši						Tangbe Paris 1996-1	tangbe96.1.7			
66	lait	7		biši ra ɲɪʱ pintsjo	je donnerai le sein au bébé				Tangbe Paris 1996-1	tangbe96.1.7			
67	lait	7		ama-i ɲeéʱ thuŋ	il boit le lait de sa mère				Tangbe Paris 1996-1	tangbe96.1.7			
68	fils	7	tsʌ						Tangbe Paris 1996-1	tangbe96.1.7			
69	fils	7		ŋai tsʌ					Tangbe Paris 1996-1	tangbe96.1.7			
70	fille	7	¹¹'⁵⁴tsʌ me						Tangbe Paris 1996-1	tangbe96.1.7			
71		7							Tangbe Paris 1996-1	tangbe96.1.7			
72	boire	7		ŋʌ thuŋtsjo	ma kanchu				Tangbe Paris 1996-1	tangbe96.1.7			
73	donner	7		ŋʌ pintsjo	I will give				Tangbe Paris 1996-1	tangbe96.1.7			
74	foie	7	tshimbo						Tangbe Paris 1996-1	tangbe96.1.7			
75	foie	7		⁵⁵ŋai ⁴⁴'⁴⁴tshimbo					Tangbe Paris 1996-1	tangbe96.1.7			
76	reins	7	khaltɔ						Tangbe Paris 1996-1	tangbe96.1.7			
77	intestins	9	naŋ'tshi						Tangbe Paris 1996-1	tangbe96.1.9			
78	intestins	9		ŋai naŋ'tshi					Tangbe Paris 1996-1	tangbe96.1.9			
79	graisse	9	tshiː						Tangbe Paris 1996-1	tangbe96.1.9			
80	graisse	9		ŋai tshiː					Tangbe Paris 1996-1	tangbe96.1.9			
81	nombril	9	buŋ						Tangbe Paris 1996-1	tangbe96.1.9			
82	placenta	9	sjalbo						Tangbe Paris 1996-1	tangbe96.1.9			
83	naître	9	šjalβo	biši kem / biši kedzin	un enfant est né il/tu as eu un enfant				Tangbe Paris 1996-1	tangbe96.1.9			
84	LOC	9	kem	pho naŋ-ni biši ɦon	être enceinte	------ "cha"			Tangbe Paris 1996-1	tangbe96.1.9			
85	enceinte (être-)	9	ni	pho naŋ-ni biši ɦon	être enceinte	------ "cha"			Tangbe Paris 1996-1	tangbe96.1.9			
86	jusqu’à présent	9		doso dodo ŋá-se biši a ke	jusqu'à présent je n'ai pas eu d'enfant				Tangbe Paris 1996-1	tangbe96.1.9			
87	accoucher	9	doso dodo	doso dodo ŋá-se biši a ke	jusqu'à présent je n'ai pas eu d'enfant				Tangbe Paris 1996-1	tangbe96.1.9			
88	ERG	9	ke	ŋa-se biši ɲiʱ ke-˰dzi	j’ai eu deux enfants				Tangbe Paris 1996-1	tangbe96.1.9			
89	DAT	9	se	ŋa-ra biši ɲiʱ mu	j'ai deux enfants				Tangbe Paris 1996-1	tangbe96.1.9			
90	un	9	ra	tsʌ-ri tsʌme ri	un fils, une fille				Tangbe Paris 1996-1	tangbe96.1.9			
91	père	9	ri	ŋa ra au mu ama mu	j'ai (encore) mon père et ma mère				Tangbe Paris 1996-1	tangbe96.1.9			
92	mère	9	au	ŋa ra au mu ama mu	j'ai (encore) mon père et ma mère				Tangbe Paris 1996-1	tangbe96.1.9			
93	soeur cadette	9	ama	ŋa-ra hriŋdza tshiʱ mu	I have 4 younger sisters	bahini			Tangbe Paris 1996-1	tangbe96.1.9			
94	quatre	9	hriŋdza	ŋa-ra hriŋdza tshiʱ mu	I have 4 younger sisters				Tangbe Paris 1996-1	tangbe96.1.9			
95	frère aîné	9	tshiʱ	ale kiʱ mu	I have one older brother				Tangbe Paris 1996-1	tangbe96.1.9			
96	un	9	ale	ale kiʱ mu	I have one older brother				Tangbe Paris 1996-1	tangbe96.1.9			
97	frère cadet	9	kiʱ	tsjen dza ˰gi mu	I have one younger brother	---- bhai			Tangbe Paris 1996-1	tangbe96.1.9			
98	soeur aînée	9	tsjen dza	nʌnʌ aʱre	I have no older sister				Tangbe Paris 1996-1	tangbe96.1.9			
99	deux	11	nʌnʌ	tsʌ ɲiʱ mu	j'ai deux fils				Tangbe Paris 1996-1	tangbe96.1.11			
100	un seul	11		tsʌ kaːri mu	je n'ai qu'un fils	euta mattrey chora cha			Tangbe Paris 1996-1	tangbe96.1.11			
101	un	11		tsʌ ki	un fils				Tangbe Paris 1996-1	tangbe96.1.11			
102	un	11		tsʌ ri tsʌme-ri	one each only boy and girl				Tangbe Paris 1996-1	tangbe96.1.11			
103	cadavre	11							Tangbe Paris 1996-1	tangbe96.1.11			
104	homme	11	ro						Tangbe Paris 1996-1	tangbe96.1.11			
105	cadavre	11	mi	miː ro khjawa-ra henjem	aller jeter un cadavre (= le donner aux vautours)	- - phalnu - jancha			Tangbe Paris 1996-1	tangbe96.1.11			
106	jeter	11	²²miʱ ²²roʱ	miː ro khjawa-ra henjem	aller jeter un cadavre (= le donner aux vautours)	- - phalnu - jancha			Tangbe Paris 1996-1	tangbe96.1.11			
107	incinérer	11	khjawa	khaŋze ro		polne re			Tangbe Paris 1996-1	tangbe96.1.11			
108	incinérer	11	khaŋ	khaŋdzi		polyo			Tangbe Paris 1996-1	tangbe96.1.11			
109	poitrine	11	khaŋ						Tangbe Paris 1996-1	tangbe96.1.11			
110	derrière	11	⁴⁴ku						Tangbe Paris 1996-1	tangbe96.1.11			
111	devant	11	˰gjəp						Tangbe Paris 1996-1	tangbe96.1.11			
112	taille (partie du corps)	11	˰din			kamar			Tangbe Paris 1996-1	tangbe96.1.11			
113	taille	11	ke	⁵⁵ŋai ⁴⁴ke					Tangbe Paris 1996-1	tangbe96.1.11			
114	dos (haut du-)	11							Tangbe Paris 1996-1	tangbe96.1.11			
115	dos (haut du-)	11	rete	rette-ra suʱ kham	j'ai mal au dos				Tangbe Paris 1996-1	tangbe96.1.11			
116	dos (haut du-)	11		ŋai rette-ra ...					Tangbe Paris 1996-1	tangbe96.1.11			
117	côtes	11		ŋai re					Tangbe Paris 1996-1	tangbe96.1.11			
118			⁴⁴re						Tangbe Paris 1996-1	tangbe96.1.			
119	molaire	13							Tangbe Paris 1996-1	tangbe96.1.13			
120	canine, croc	13	kəm sə	nəkkju-i tshjɔ	les dents du chiens				Tangbe Paris 1996-1	tangbe96.1.13			
121	chien	13	tshjɔ	nəkkju-i tshjɔ	les dents du chiens				Tangbe Paris 1996-1	tangbe96.1.13			
122	mordre	13	nəkkju	nəkkju-se tsiʱː ga	le chien va te mordre				Tangbe Paris 1996-1	tangbe96.1.13			
123	mordre	13	tsiʱː ga	tsiʱ ga ao!	attention il mord(ra)	tockcha hoi			Tangbe Paris 1996-1	tangbe96.1.13			
124	mordre	13	tsiʱ ga	ŋa-ra nakju-se ɔ tsidzi	le chien m'a mordu	malai kukurle taki halyo			Tangbe Paris 1996-1	tangbe96.1.13			
125	souffrir	13		nəŋdzjəm suʱ kham	ça fait très mal				Tangbe Paris 1996-1	tangbe96.1.13			
126	lèvre	13	suʱ kham	suŋ-i mamtshi	les lèvres (de la bouche)				Tangbe Paris 1996-1	tangbe96.1.13			
127	gorge, trachée	13	mamtshi		"la gorge à os", "par où on respire"				Tangbe Paris 1996-1	tangbe96.1.13			
128	gorge, oesophage	13	oldoŋa		"la gorge sans os", "oesophage"				Tangbe Paris 1996-1	tangbe96.1.13			
129	épaule	13	mikpo	kuŋboi tsoʱ	la pointe de l'épaule				Tangbe Paris 1996-1	tangbe96.1.13			
130	sommet, pointe		kuŋboi tsoʱ	kuŋboi tsoʱ	la pointe de l'épaule				Tangbe Paris 1996-1	tangbe96.1.			
131	nuque, dos de la tête	13	tsoʱ		partie ronde du dos de la tête				Tangbe Paris 1996-1	tangbe96.1.13			
132	talon	13	takpo	pəʱle-i ⁴⁴'³³tiŋpo					Tangbe Paris 1996-1	tangbe96.1.13			
133	paume	13	⁴⁴'³³tiŋpo						Tangbe Paris 1996-1	tangbe96.1.13			
134	dessus de la main	13	jai-naŋ						Tangbe Paris 1996-1	tangbe96.1.13			
135	plante du pied	13	ja-i phi						Tangbe Paris 1996-1	tangbe96.1.13			
136	dessous (le), en bas	13/15	pəle thiŋ pəle-i-thiŋ						Tangbe Paris 1996-1	tangbe96.1.13/15			
137	dessus (le)	15	thiŋ						Tangbe Paris 1996-1	tangbe96.1.15			
138	dessus (au-)	15	khə	khərə	au dessus				Tangbe Paris 1996-1	tangbe96.1.15			
139	dessus (au-)	15	khərə	phe khərə	au dessus du toit				Tangbe Paris 1996-1	tangbe96.1.15			
140	toit	15		phe khərə	au dessus du toit				Tangbe Paris 1996-1	tangbe96.1.15			
141	dessus (au-)	15	phe	phe khərə khəm	il est au dessus du toit (avion)				Tangbe Paris 1996-1	tangbe96.1.15			
142	dessus (au-)	15		phe khərə ɦɔʱn	il est sur le toit (oiseau)				Tangbe Paris 1996-1	tangbe96.1.15			
143	dedans	15							Tangbe Paris 1996-1	tangbe96.1.15			
144	dehors	15	⁵⁵naŋ						Tangbe Paris 1996-1	tangbe96.1.15			
145	droite	15	³²phi ³²fi						Tangbe Paris 1996-1	tangbe96.1.15			
146	droit	15	jai ke	ja ke aŋdze	du côté droit				Tangbe Paris 1996-1	tangbe96.1.15			
147	gauche	15	ja ke						Tangbe Paris 1996-1	tangbe96.1.15			
148	gauche		ja pia	ja pia aŋdze	du côté gauche				Tangbe Paris 1996-1	tangbe96.1.			
149	exister	15							Tangbe Paris 1996-1	tangbe96.1.15			
150	exister (ne pas -)	15	mu						Tangbe Paris 1996-1	tangbe96.1.15			
151	jambe	15	aʱre						Tangbe Paris 1996-1	tangbe96.1.15			
152	jambe		kala	kala-ra su kham	je souffre				Tangbe Paris 1996-1	tangbe96.1.			
153	jambe	15		kala-ra su khamu?	souffres-tu ?				Tangbe Paris 1996-1	tangbe96.1.15			
154	poumons	15							Tangbe Paris 1996-1	tangbe96.1.15			
155	souffle	15	kʱjəu			sas			Tangbe Paris 1996-1	tangbe96.1.15			
156	respirer		saː	saː ten	il respire				Tangbe Paris 1996-1	tangbe96.1.			
157	fantôme	15				bhut			Tangbe Paris 1996-1	tangbe96.1.15			
158	fantôme	15	maʱŋ	maʱŋ khadzi		bhut āyo			Tangbe Paris 1996-1	tangbe96.1.15			
159	bile	17							Tangbe Paris 1996-1	tangbe96.1.17			
160	vésicule biliaire	17	ʈhikpo						Tangbe Paris 1996-1	tangbe96.1.17			
161	fesses	17	ʈhikpo			cāk			Tangbe Paris 1996-1	tangbe96.1.17			
162	vomi (le)	17	pi						Tangbe Paris 1996-1	tangbe96.1.17			
163	vomir	17	³²'⁴⁴ʃeŋgəm	ŋa-se ʃendʑi	j'ai vomi				Tangbe Paris 1996-1	tangbe96.1.17			
164	doigt de pied	17	ʃendʑi						Tangbe Paris 1996-1	tangbe96.1.17			
165	larme	17	bəle tsekhi						Tangbe Paris 1996-1	tangbe96.1.17			
166	doigt de main	17	mi tsju						Tangbe Paris 1996-1	tangbe96.1.17			
167	ongle de main	17	jai tsekhi jai tseχi						Tangbe Paris 1996-1	tangbe96.1.17			
168	pieds nus	17	jak šiŋ						Tangbe Paris 1996-1	tangbe96.1.17			
169	ongle de pied	17	bəle tshiŋ						Tangbe Paris 1996-1	tangbe96.1.17			
170	crachat	17	²²'²²bəle ⁴⁴jak ²²šiŋ						Tangbe Paris 1996-1	tangbe96.1.17			
171	cracher	17	khaŋ ne	khaŋ ne khjak tsjo	je vais cracher				Tangbe Paris 1996-1	tangbe96.1.17			
172	cracher	17	khjak tsjo	khaŋ ne khja-dzi NB pas de k	il crache				Tangbe Paris 1996-1	tangbe96.1.17			
173	cracher	17	khja-dzi	khaŋ ne khjakʱo	crache!				Tangbe Paris 1996-1	tangbe96.1.17			
174									Tangbe Paris 1996-1	tangbe96.1.			
175	cracher	17		khaŋ ne thʌʱ khjako	ne crache pas!				Tangbe Paris 1996-1	tangbe96.1.17			
176	tousser	17							Tangbe Paris 1996-1	tangbe96.1.17			
177	tousser	17	lokhəm	ŋa lokhəm	je tousse				Tangbe Paris 1996-1	tangbe96.1.17			
178	tousser	17		⁵⁵'²²nəŋdzjəm ²²'²²³lokhəm	je tousse beaucoup				Tangbe Paris 1996-1	tangbe96.1.17			
179	pus	19				pip			Tangbe Paris 1996-1	tangbe96.1.19			
180	pus	19	nha·	⁴⁴'⁴⁴ŋa-ra ²²naʱ ⁴⁴jum	j'ai du pus (qui coule)				Tangbe Paris 1996-1	tangbe96.1.19			
181	pluie	19	²²naʱ	nəm jum	il pleut				Tangbe Paris 1996-1	tangbe96.1.19			
182	neige	19		giŋ jum	il neige				Tangbe Paris 1996-1	tangbe96.1.19			
183	vent	19		³³'³³nəmə ²²²khəm	il vente				Tangbe Paris 1996-1	tangbe96.1.19			
184	nuage	19							Tangbe Paris 1996-1	tangbe96.1.19			
185	brouillard	19	mò khəm						Tangbe Paris 1996-1	tangbe96.1.19			
186	montagne à neiges éternelles	19	múkpó khəm			himal			Tangbe Paris 1996-1	tangbe96.1.19			
187	hauteur	19	²¹lə	³²lə ⁶⁶dzja ⁶⁶naŋ ³³dzju(/o)m ⁴¹nom	la montagne est très haute				Tangbe Paris 1996-1	tangbe96.1.19			
188	hauteur, longueur	19	⁶⁶dzja	(cu) ²¹miʱ ⁵⁵dzja naŋ dzjum nowa ri hon	cet homme est très grand				Tangbe Paris 1996-1	tangbe96.1.19			
189	hauteur, longueur	19	⁵⁵dzja	(cu) miʱ dzja naŋ dzjom suʱk tsjaŋ bəri hon	cet homme est très petit				Tangbe Paris 1996-1	tangbe96.1.19			
190	corps	19	dzja	(cu) miʱ dzja naŋ dzjom suʱk tsjaŋ bəri hon	cet homme est très petit				Tangbe Paris 1996-1	tangbe96.1.19			
191	petit	19	suʱk	(cu) miʱ dzja naŋ dzjom suʱk tsjaŋ bəri hon	cet homme est très petit				Tangbe Paris 1996-1	tangbe96.1.19			
192	long	19	tsjaŋ bəri hon			lamo			Tangbe Paris 1996-1	tangbe96.1.19			
193	court	19	rɪŋ ba			choto			Tangbe Paris 1996-1	tangbe96.1.19			
194	fil	19	rɪm ba			dāgo			Tangbe Paris 1996-1	tangbe96.1.19			
195	hauteur, longueur	19	hrup	hrup tsja nuŋdzjom renbari hon NB court - var rembari	le fil est très court				Tangbe Paris 1996-1	tangbe96.1.19			
196	hauteur, longueur	19	tsja	hrup tsja nuŋdzjom rɪŋ bari hon	le fil est très long				Tangbe Paris 1996-1	tangbe96.1.19			
197	bois à brûler	19	tsja			daura			Tangbe Paris 1996-1	tangbe96.1.19			
198	corde	21	siŋ = šiŋ						Tangbe Paris 1996-1	tangbe96.1.21			
199	cire d'oreille, cérumen	21	tshŏ	njeŋgu tetsjo	je vais curer mon cerumen	(earwax)			Tangbe Paris 1996-1	tangbe96.1.21			
200	ôter	21	njeŋgu	njeŋgu tetsjo	je vais curer mon cerumen				Tangbe Paris 1996-1	tangbe96.1.21			
201	morve	21	tetsjo						Tangbe Paris 1996-1	tangbe96.1.21			
202	morve	21	nəp	nəp jum		sinaŋ aũcha			Tangbe Paris 1996-1	tangbe96.1.21			
203	morve	21		nəp judzi phjago	tu as de la morve, essuie-la!				Tangbe Paris 1996-1	tangbe96.1.21			
204	sueur	21							Tangbe Paris 1996-1	tangbe96.1.21			
205	sueur		hruk	hruk jum	avoir de la sueur	pasina			Tangbe Paris 1996-1	tangbe96.1.			
206	salive	21				thuk			Tangbe Paris 1996-1	tangbe96.1.21			
207	eau à la bouche	21	thok	suŋ naŋ ni kju tshjɔl khadzi	avoir l'eau à la bouche				Tangbe Paris 1996-1	tangbe96.1.21			
208	eau	21	kju tshjɔl	kju thuŋdze		pani khane			Tangbe Paris 1996-1	tangbe96.1.21			
209	boire	21	kju	kju thuŋdze		pani khane			Tangbe Paris 1996-1	tangbe96.1.21			
210	boire	21	thuŋ-	kju thuŋtsjo		pani khanchu			Tangbe Paris 1996-1	tangbe96.1.21			
211	boire	21	thuŋ-	kju thuŋdzi		pani khayo			Tangbe Paris 1996-1	tangbe96.1.21			
212	alcool	21	thuŋ-			rakši			Tangbe Paris 1996-1	tangbe96.1.21			
213	bière	21	ara						Tangbe Paris 1996-1	tangbe96.1.21			
214	bière	21	⁴⁴paʔ	paʔ solo	buvez de la bière (hon.)				Tangbe Paris 1996-1	tangbe96.1.21			
215	bière	21		paʔ thuŋo	buvez de la bière (non hon.)				Tangbe Paris 1996-1	tangbe96.1.21			
216	thé	21							Tangbe Paris 1996-1	tangbe96.1.21			
217	riz	23	dzjəʱ						Tangbe Paris 1996-1	tangbe96.1.23			
218	riz	23	ken	ken tsəu	mange (le riz) (non hon)	bhat khau			Tangbe Paris 1996-1	tangbe96.1.23			
219	riz (hon)	23		saŋmo setso	mangez (le riz) (hon)	bhat khanuhos			Tangbe Paris 1996-1	tangbe96.1.23			
220	manger (hon)	23	saŋmo	saŋmo setso	mangez (le riz) (hon)	bhat khanuhos			Tangbe Paris 1996-1	tangbe96.1.23			
221	lama	23	setso						Tangbe Paris 1996-1	tangbe96.1.23			
222	lama des morts	23	ləma		lama des morts (ne s'habille pas en lama)				Tangbe Paris 1996-1	tangbe96.1.23			
223	vêtement	23	tshəmba						Tangbe Paris 1996-1	tangbe96.1.23			
224	vêtement	23	kɔʱlja	kɔʱlja kɔndzjo	je vais m'habiller				Tangbe Paris 1996-1	tangbe96.1.23			
225	habiller (s’-)	23		kɔʱlja kɔndzjo	je vais m'habiller				Tangbe Paris 1996-1	tangbe96.1.23			
226	état (?)	23	kɔndzjo	suŋ dzja tsə khərtsi	la bouche est sèche				Tangbe Paris 1996-1	tangbe96.1.23			
227	sec (?)	23	dzja	suŋ dzja tsə khərtsi	la bouche est sèche				Tangbe Paris 1996-1	tangbe96.1.23			
228	soif (avoir-)	23	tsə khərtsi	ŋa phin	j'ai soif				Tangbe Paris 1996-1	tangbe96.1.23			
229	soif (avoir-)	23	phin	ŋa kju phin	j'ai soif				Tangbe Paris 1996-1	tangbe96.1.23			
230	faim (avoir)	23		ŋa pho khɛn	NB *ŋa khɛn (pho obligatoire)				Tangbe Paris 1996-1	tangbe96.1.23			
231	rassasié, ivre (être)	23	khɛn	ŋa pho mɛntsʱi	je suis rassasié				Tangbe Paris 1996-1	tangbe96.1.23			
232	faim (avoir)	23	mɛntsʱi	ŋa pho a khɛn ŋa fo a khɛn	je n'ai pas faim				Tangbe Paris 1996-1	tangbe96.1.23			
233	ivre (être)	23		ara mɛntsʱi		jãḍ lagyo			Tangbe Paris 1996-1	tangbe96.1.23			
234	ivre (être)	23	mɛntsʱi	ara mɛndzin		lagecha			Tangbe Paris 1996-1	tangbe96.1.23			
235	fou (un)	23	mɛndzin						Tangbe Paris 1996-1	tangbe96.1.23			
236	fou (être)	23	mjowa	mjodzin	il est fou				Tangbe Paris 1996-1	tangbe96.1.23			
237	muet (un)	23							Tangbe Paris 1996-1	tangbe96.1.23			
238	sourd (être)	23	¹¹'⁴⁴gukhjak			kan sundeyna			Tangbe Paris 1996-1	tangbe96.1.23			
239	parler	23	nəʱ a thɛppa						Tangbe Paris 1996-1	tangbe96.1.23			
240	langage	25	làŋmo sjéwa						Tangbe Paris 1996-1	tangbe96.1.25			
241	Tangbe	25	ke	⁵⁵'⁴⁴ser ke	la langue de Tangbe				Tangbe Paris 1996-1	tangbe96.1.25			
242	Nepali	25		³³'³³meŋ ke	le népali				Tangbe Paris 1996-1	tangbe96.1.25			
243	Tibétain	25		⁴⁴'⁴⁴ló ke	le tibétain (à partir de Kagbeni)				Tangbe Paris 1996-1	tangbe96.1.25			
244	Tibétain	25		phøe ke	le tibétain du Tibet				Tangbe Paris 1996-1	tangbe96.1.25			
245	Manang	25		ɲaŋbaten ke	langue de Manang				Tangbe Paris 1996-1	tangbe96.1.25			
246	Manang	25			Manang				Tangbe Paris 1996-1	tangbe96.1.25			
247	Tetang	25	ɲaŋ	tetaŋten ke	langue de Tetang				Tangbe Paris 1996-1	tangbe96.1.25			
248	Marpha	25		maːten ke	langue marpha				Tangbe Paris 1996-1	tangbe96.1.25			
249	Marpha (habitant de -)	25		maːten	Marphali				Tangbe Paris 1996-1	tangbe96.1.25			
250	Tangbe-village	25		taŋbaten jyl	village de personne de Tangbe				Tangbe Paris 1996-1	tangbe96.1.25			
251	or (métal)	25							Tangbe Paris 1996-1	tangbe96.1.25			
252	langue	²⁵	ser	⁴⁴ŋai ³³ke	ma langue	mero bhasa - Mid tone			Tangbe Paris 1996-1	tangbe96.1.²⁵			
253	taille	25	³³ke	³³ŋai ⁴⁴keʔ	ma taille	mero kambar - High tone			Tangbe Paris 1996-1	tangbe96.1.25			
254	travail	25	⁴⁴keʔ	³³ŋai ¹¹keʱ	mon travail				Tangbe Paris 1996-1	tangbe96.1.25			
255	maison	25	¹¹keʱ						Tangbe Paris 1996-1	tangbe96.1.25			
256	crasse (du visage, des mains)	27	dim						Tangbe Paris 1996-1	tangbe96.1.27			
257	crasse		tʱɔχɔ	ŋai toχo					Tangbe Paris 1996-1	tangbe96.1.			
258	crasse du ventre, etc.	27							Tangbe Paris 1996-1	tangbe96.1.27			
259	crasse	27	ɖʱima	ɖima tshjak tsin	avoir de la crasse				Tangbe Paris 1996-1	tangbe96.1.27			
260	gencives	27							Tangbe Paris 1996-1	tangbe96.1.27			
261	visage	27	⁴⁴'²²soi ɲeʱ	ŋotoŋ kuše	se laver le visage				Tangbe Paris 1996-1	tangbe96.1.27			
262	visage	27	ŋotoŋ	⁵⁵ŋae⁴²ŋotoŋ ⁵⁵ku⁵¹še	je me lave le visage ?je-GEN/?je-DAT				Tangbe Paris 1996-1	tangbe96.1.27			
263	visage	27		³³'³³ŋotɔŋ ⁵³khu	lave-toi le visage	mukh do			Tangbe Paris 1996-1	tangbe96.1.27			
264	toi	27		khei ŋotɔŋ khu	lave-toi le visage				Tangbe Paris 1996-1	tangbe96.1.27			
265	lui	27		thei ŋotɔŋ khuse pino	lave-lui le visage!	mukh dhoe deu!			Tangbe Paris 1996-1	tangbe96.1.27			
266	mettre (du savon...) faire (pipi, caca)	27		sapun puŋdze		sapun laune			Tangbe Paris 1996-1	tangbe96.1.27			
267	fontanelle	27	puŋdze						Tangbe Paris 1996-1	tangbe96.1.27			
