1	traverser un fleuve
1	traverser
1	travel
1	transporter
1	transplanter
1	transmit fire, to light (itr)
1	trachée
1	toward
1	toux
1	toute sorte de pierre précieuse ou semi-précieuse
1	tout
1	tourner, se promener, voyager
1	tourner, devenir, retourner
1	tour du tambour /3nga:/
1	touiller la boule de farine
1	tordre (membre)
1	top
1	too, also
1	too much
1	too many
1	tomber de sa hauteur
1	tomber de haut
1	tomber (de sa hauteur)
1	tomber
1	tombant, pendant (cheveux, tissu)
1	toit (terrasse)
1	toi
1	together, with
1	together
1	tof̃ailt̃õhatch
1	toe
1	today
1	tirer
1	tired, make
1	tired
1	tire/tired, become
1	tire (become tired)
1	tip
1	tinder
1	times
1	time, occasion
1	tiger (year)
1	tige comestible de légume
1	tiens!, voilà que
1	tie up laces
1	tie up (a string)
1	tidy up a dry field after sowing
1	tickle
1	théière
1	thé salé
1	thumb
1	thrust (knife)
1	throw up (ball)
1	throw to the ground
1	throw to (?at) s.o.
1	throw down
1	throw away, discard
1	throw at
1	throat, clear
1	thresh (rice ,wheat)
1	three-quarters
1	threaten/raise hand
1	threaten
1	thread for sewing or weaving
1	thread (n.)
1	thread (beads)
1	thread	(needle) (v.)
1	those
1	thorn
1	this, it
1	thirty-nine
1	thirteen
1	third
1	think/remember
1	think/feel/want
1	thick, stiff
1	thick (density)
1	they
1	there is dew
1	theft
1	the whole
1	the sting (of a bee)
1	the right
1	the palm of the hand (fingers excluded)
1	the middle
1	tether (an animal)
1	testicules
