id	gloss	PHM	class	Qiandong	Xiangxi	WhiteHmong	Masha	Luopohe	Jiongnai	Baiyun	Luoxiang	Mun	BiaoMin	ZaoMin
780	瓜 cucumber	*-Kʷa	(4)	fa1	kwɑ1	di1	hwɪ1a	qwaA	kwe1	qwa1	kwa1	kwa1	kwa1	ka1			
781	廣 wide	*-Kʷi̯aŋX	(24)	faŋ3	kwei3	da3	hwua3a		kwan3	kwɤ3	kwaŋ3	kwaŋ3	kwaŋ3	kjaŋ3			
782	過 to cross (river)	*-KʷajH	(15)	fa5	kwɑ5	dhau5		qwaC	kwa5	kwa5	kwɔi5’	kwaːi5	kwa5	kɛi5			
783	槀 dry/withered	*-KhæwX	(5)		qha3	qhua3	ha3b		khei3	khe3		kaːu3	khɔ3				
784	客 guest	*-Khæk	(5)	qha5	qha5	qhua5	ha5b	qheiC			khɛ7		khiɛ7				
785	ginger	*-qhinB	(18)	khi3		qhia3	hæin3b	qhwjenB	khai3								
786	to pack/wrap	*-qhʉB	(8)	qhɛ3		qhɯ3	hou3b	qhuB	khau3								
787	to tie/cross (legs)	*-qheA	(10)	qhei1		qhai1	he1b	qheA	khai1								
788	孔 hole	*-qhəŋB	(21)	qhaŋ3	qhu3	qhɔ3	hoŋ3b	qhoŋB	khoŋ3	khõ3							
789	bamboo bowl	*-khɔkD	(29)								khɔ7						
790	牽 to lead	*-khienA (C)										kiːn1’	khən1				
791	號 to sing/cry out	*-Gæw	(5)	ken2		qua2	ha2	ʁiA			haːu2	haːu2	hjau3				
792	下 low/short	*-GaX	(4)	ka4		qe4	hɪ4	ʁaB	tʃe4	ŋe4	ha4	ha4	hɔ4				
793	bamboo pipes	*-ɢænA	(19)	ki2		qen2	hæin2	ʁwjaŋA									
794	to slant/slanting	*-ɢeA	(10)		qa2	qai2		ʁeA									
795	葫 garlic	*-ɢaA	(4)	qa2		qe2	hɪ2	ʁaA									
796	oneself	*-gənA	(21)								kan2	kan2	kan4				
797	thick (porridge)	*-gətD	(7)									kat8					
798	to escape	*-ɢʷaD	(4)	fa8	qwei8	di8	hwɪ8	ʁwaD									
799	黃 yellow	*-ɢʷaŋA	(24)	faŋ2	kwei2	da2	hwua2	ʁwenA	kwan2	kwɛ2							
800	黃 bright/light	*-ɢʷaŋA	(24)	faŋ2		ka2	hwua2	ʁwenA	kui2								
801	cogongrass	*-NKan	(19)	qɛ1		ɴqɛŋ1	ŋkæin1a		ŋkan1	ŋɛ1	gaːn1	gaːn1	gwan1	gɔn1			
802	to low/bellow	*-ɴqəŋB	(21)			ɴqɔ3	ŋkoŋ3a	ɴʔqoŋB									
803	價 price	*-ɴqaC	(4)	qa5	ɴqɑ5	ɴqi5	ŋkɪ5a	ɴʔqaC	ɳtʃe5	ŋa5							
804	鉤 hook	*-ɴqæwC	(3)	qa5		ɴqe5	ŋkæ5a										
805	缺 to have a gap	*-NKʷet	(10)	qei5	ɴqwɑ3	ntai3					gwa7	gu7					
806	黃 bright	*-ʔgʷi̯əŋA	(24)								gwaŋ1	gwaŋ1	gwaŋ1	vjaŋ1			
807	dry/thirsty	*-NKhæj	(5)	qha1		ɴqhua1	ŋka1b	ɴʔqheiA	ŋkhei1		gaːi1	gaːi1’		gɔi1			
808	渴 thirsty	*-NKhat	(4)		ɴqhe7	ɴqhi7					gaːt7	gaːt7’		gɔt7			
809	meat	*-NGej	(10)	ŋi2	ɲa2	ɴqai2	ŋke2	ɴqeA	ŋkai2	ŋɛ2			dʑi2	hɔi2			
810	diligent	*-NGəjH	(15)	ŋa6	ŋɑ6	ɴqua6	ŋkəa6	ɴqaC	ŋka6	ŋe6			gwai6				
811	shuttle	*-ɴɢəŋB	(21)	ŋaŋ4	nɑŋ4	ɴqɔ4	ŋkoŋ4	ɴqoŋB	ŋwaŋ4								
812	to swallow	*-ɴɢəŋB	(21)	ŋaŋ4	ŋu4			ɴqoŋB									
813	下 to descend	*-ɴɢaB	(4)	ŋa4		ɴqe4	ŋkɪ4	ɴqaB		ŋe4							
814	狹 narrow	*-ɴɢeD	(10)	ŋi8	ŋɑ8	ɴqai8	ŋke8	ɴqeD	ŋkai8	ŋɛ8							
815	蝸 snail	*-kʷlejA	(10)								kwei1	gwei1	kli3	ki1			
816	old	*-qu̯oH	(7)	qo5	qɔ5	qu1			ku5	ko5	ko5’	ku5	ku5	ku5			
817	neck	*-qoŋB	(28)	qoŋ3	qoŋ3		haŋ3		kɐŋ3								
818	to marry (a woman)	*-qu̯aC	(15)	qha5			ha5a	kaC									
819	far	*-qʷuw	(3)		qɯ1	de1	hwæ1a	qweiA	kwa1	ko1	ko1	ku1	ku1	kɔu1			
820	cuckoo	*-ɢʉB	(8)		qu4		hu4										
821	duck	*-ɢu̯aC	(15)	ka6				ʁwaC									
822	to fall (over)	*-ɢu̯eiC	(12/17)		ku6	qɔ6	qau6	ho6	ʁuC		 						
823	back (of body)	*-ɢuwD	(9)	kə8		qau8	hu8	ʁoD	kɔ8	kɯ8							
824	蝸 snail	*-ɢʉA	(8)	ki1	qə1	qɯ2	hu2	ʁwjuA									
825	to swallow	*-ɴqowC	(13)				ŋkə5a		ŋkau5	ŋɛ5							
826	鳩 pigeon	*-ɴquA	(16)	qo1	ɴqo1	ɴqua1	ŋka1a	ɴʔqaA	ŋku1	ŋo1							
827	sky/heaven	*-ɴɢɛuŋ	(22)					ɴqwaŋA	ŋkuŋ2	ŋwɔ2	guŋ2	guːŋ2					
828	滑 smooth/slippery	*-ɴɢu̯at	(9)						ŋkɔ8	ŋgɯ8	gut8	gɔt8	gwan8	gut8			
829	neck	*-qlaŋ	(24)			da1					klaːŋ1	klaːŋ1	klaŋ1	kan1			
830	dog	*-qluwX	(3)	l̥a3	qwɯ3	de3	l̥æ3a	qleiB	kla3	ka-ljɔ̃7	klo3	klu3	klu3	ku3			
831	waist	*-qlajX	(15)	l̥a3	qwɑ3	dua3	l̥a3a	qlaB	kla3	la3	klaːi3	klaːi3	kla3	lai3			
832	eagle/hawk	*-qlaŋX	(24)	l̥aŋ3	qwei3	da3	l̥ua3a		klen3	kwɤ3	klaːŋ3	klaːŋ3	klaŋ3	kjan3			
833	white	*-qlowA	(13)	l̥u1	qwə1	daɯ1	l̥ə1a	qloA	klau1	kwɔ1							
834	to roll down	*-qləŋB	(21)	ȴ̥aŋ3	cɑŋ3	dɔ3		qloŋB									
835	walnut	*-qlowC	(13)				l̥ə5a	qloC									
836	to repay	*-qlauB	(5)									klaːu3	klau3	kau3			
837	round	*-ɢlun	(27)							ka1-lɔ̃4	klun2	klun2	klin2				
838	桃 peach	*-ɢlæw	(5)	l̥en2	qwa2	dua2	l̥a2	ʁleiA		kwi2	klaːu2	klau2	kla2	kɔu2			
839	river	*-ɢlæwA	(3)			de2		ʁleiA									
840	Allium	*-ɢləŋB	(21)			dɔ4	l̥oŋ4	ʁloŋB									
841	mountain pass	*-ɢlowD	(13)			daɯ4	l̥ə4										
842	腸 intestines	*-ɢljaŋA	(24)								klaːŋ2	klaːŋ2	klaŋ2	kjaŋ2			
843	front surface	*-ɴɢlinA	(18)			ntia2		ɴqlenA									
844	to flow	*-ɴɢlʉB	(8)			ntɯ4		qluB	ljɔu4								
845	ragged/shabby	*-ɴɢluC	(16)	nei6		ntua6		qlaC									
846	shuttle	*-ɴɢlowB	(16)								gou4	glɔu4					
847	bear	*-qrep	(10)	ȴ̥i7		dai7	l̥e7a				kjep7	kjaːp7	kljɛ7				
848	black	*-qrɛŋA	(22)	l̥ɛ1	qwe1	du1	l̥oŋ1a	qlaŋA	klaŋ1								
849	spirit/ghost	*-qraŋA	(24)	ȴ̥aŋ1	qwei1	da1	l̥ua1a	qlenA	kli1	kwɛ1							
850	trough	*-qroŋA	(28)	ȴ̥oŋ1	coŋ1	da1	l̥aŋ1a	qloŋA	kjɐŋ1	ljõ1							
851	to tear	*-qru̯aC	(15)	ȴ̥i5		dua5	ɭ̥a5a	qlaC		kwɛ3							
852	span, finger	*-qroC	(7)	l̥o5		dɔ7	l̥o5a	qlouC									
853	salty	*-qrowC	(13)	ȴ̥u5		daɯ5	l̥ə5a										
854	ice	*-qru̯eiD	(12/17)		ȴ̥u7		dau7										
855	black	*-qri̯ɛkD	(1)								kje7	kja7	kja7	kjɛ7			
856	armspan	*-ɢraŋA	(24)	ȴ̥aŋ2	ci2	da2	l̥ua2	ʁleiA									
857	one	*-ʔɨ	(2)	i1	ɑ3	i1	ei1a		i3				i1	a1			
858	two	*-ʔu̯i	(14)	o1	ɯ1	ɔ1	ɔ1a	uA	u1	va1	vi1	i1	wəi1	vi5			
859	bitter	*-ʔim	(18)	i1	ɛ1	ia1	æin1a		an1	jɪ̃1	im1	im1	in1	jɛm1			
860	mountain pass	*-ʔæ(C)	(5)						e7		ɛ7	e1	ɛ7	a1			
861	water	*-ʔu̯əm	(29)	ə1	u1		aŋ1a	oŋA	waŋ1	ʔɔ̃1	wəm1	wɔm1	ən1	m̩3			
862	to do/work	*-ʔəjH	(15)	ɛ5		ua5	aŋ5a	aC		ʔɪ̃5		ai5	wəi5	ai5			
863	to swell	*-ʔəumH	(21)	aŋ5	ɑŋ5	ɔ5	oŋ5a	oŋC	oŋ5	ʔõ5	om5’	ɔm5	ən5				
864	媼 wife	*-ʔəuX	(3)	a3							au3	au3	kau3				
865	鴨 duck	*-ʔap	(7)			ɔ7	o7a		ai7	a7	aːp7	aːp7’	an7	ap7			
866	that/the former	*-ʔɨB	(2)	i3	a3	i5	i3a	eB									
867	cloud/haze	*-ʔɔŋC	(29)	en5		ɔŋ5	aŋ5a										
868	烏 crow (bird)	*-ʔuA	(16)			ua1	a7a										
869	meat	*-ʔaB	(4)								a3	a3					
870	愛 to love	*-ʔu̯ɔiC	(11)									ɔːi5		i5			
871	欱 to drink/smoke	*-hup	(9)	hə7	hu7	hau7	ɦo7b	hoD	xɔ7	hɔ7	hop7	hɔp7’	hən7	hup7			
872	fog/cloud	*-huA	(16)	ho1	ho1	hua1	ɦa1b	haA		ho1							
873	to weave/plait	*-hinA	(18)	hei1	hɛ1	hia1	ɦæin1b	henA	xan1								
874	clay pot/earthen jar	*-hɛŋA	(22)			hu1	ɦoŋ1b	haŋA									
875	to sharpen/grind	*-hoB	(7)	xhə3	ho3	hɔ3	ho3b	huB	xu3	ho3							
876	to boil (tr)	*-hu̯eiC	(12/17)		hu5	hɔ3	hau5										
877	to ladle	*-heD	(10)	hei7		hai7	ɦe7b	heD		fɛ7							
878	to rob	*-hæD	(5)				ɦa7b	hiD									
879	腐 bean curd	*-hʉB	(8)				ɦou3b	huB									
880	to cover (with tile)	*-hi̯əmB/C	(18)								hom6	hɔːm3		hum3			
881	to scold/curse	*-hi̯emC	(20)								heːm5						
882	狹 narrow	*-hep	(10)								hep8	heːp8	hjɛn8	hɛp8			
883	厚 thick	*-ɦɔuB	(3)								ho4	hu4	hau4	hu4			
884	6b. HM	*-ɔi	(131)														
885	7b. HM	*-o	(225)														
886	13b. HM	*-ou	(263)														
887	13c. HM	*-op	(237)														
888	13d. HM	*-ot	(256)														
889	16d. HM	*-ow	(172)														
